Sport,all_count,age_all_std,age_all_mean,height_all_count,height_all_std,height_all_mean,weight_all_count,weight_all_std,weight_all_mean,weight_met_all_std,weight_met_all_mean,height_met_all_std,height_met_all_mean,weight_emp_all_std,weight_emp_all_mean,height_emp_all_std,height_emp_all_mean,winner_count,age_winner_mean,age_winner_std,height_winner_count,height_winner_mean,height_winner_std,weight_winner_count,weight_winner_mean,weight_winner_std,weight_met_winner_mean,weight_met_winner_std,height_met_winner_mean,height_met_winner_std,weight_emp_winner_mean,weight_emp_winner_std,height_emp_winner_mean,height_emp_winner_std,pct_athletes_winners,pct_total_medals,weight_winner_z_score,age_winner_z_score,height_winner_z_score
Judo,3366.0,3.9081734878510566,25.41027926322044,3366.0,10.497370919772466,174.16488413547236,3366.0,21.44576648099884,78.8201128936423,21.44576648099884,78.8201128936423,10.497370919772466,174.16488413547236,47.27982192585025,173.7686039381536,4.132825428485333,68.5688890490194,526.0,25.245247148288975,3.2727920562668325,526.0,173.84980988593156,11.056490012312182,526.0,80.10931558935361,22.59464598837994,80.10931558935361,22.59464598837994,173.84980988593156,11.056490012312182,176.61080936520412,49.812667677545065,68.44484400190123,4.3529511743373215,0.1562685680332739,0.01745247022130794,0.0,0.0,0.0
Luge,1377.0,4.885496346882628,24.686274509803923,1377.0,7.548060519308793,176.65504720406682,1377.0,10.364543911756325,77.28249818445897,10.364543911756325,77.28249818445897,7.548060519308793,176.65504720406682,22.849907972497437,170.37874376667574,2.9716789745123915,69.54926873928834,178.0,25.882022471910112,4.6007383784139275,178.0,178.25280898876406,6.633089281845652,178.0,79.20786516853933,9.811013351706718,79.20786516853933,9.811013351706718,178.25280898876406,6.633089281845652,174.6234513750461,21.629581977954473,70.17830915168541,2.6114538833519174,0.12926652142338416,0.005905969010252496,0.0,0.0,0.0
Modern Pentathlon,1259.0,4.072878291618716,26.11914217633042,1259.0,6.600778550144587,178.08260524225577,1259.0,7.2620675559842445,70.28157267672756,7.2620675559842445,70.28157267672756,6.600778550144587,178.08260524225577,16.0101184149627,154.94434501879468,2.59873311597047,70.11129976648127,153.0,27.15686274509804,3.748890444726742,153.0,179.52287581699346,5.761812771351445,153.0,71.59477124183006,6.54808922359952,71.59477124183006,6.54808922359952,179.52287581699346,5.761812771351445,157.8394522823347,14.436065631912298,70.67833573202613,2.268431449893837,0.12152501985702939,0.005076478980722652,0.0,0.0,0.0
Nordic Combined,1065.0,3.8516341926930777,24.07793427230047,1065.0,5.815532867692456,176.53521126760563,1065.0,5.760062186258538,66.91596244131455,5.760062186258538,66.91596244131455,5.815532867692456,176.53521126760563,12.69876339880032,147.52444455764126,2.289581105543391,69.50208921126745,137.0,24.905109489051096,3.7532010096458137,137.0,178.34306569343065,5.942664727361722,137.0,67.18978102189782,5.927916069099179,67.18978102189782,5.927916069099179,178.34306569343065,5.942664727361722,148.12811119466414,13.068817866067777,70.21384330656934,2.3396330458270342,0.12863849765258217,0.004545605361823551,0.0,0.0,0.0
Rhythmic Gymnastics,615.0,2.5064604959143044,18.808130081300813,615.0,5.3939562882453105,167.7951219512195,615.0,5.1772905857070075,48.760975609756095,5.1772905857070075,48.760975609756095,5.3939562882453105,167.7951219512195,11.413971944881844,107.4995498903064,2.1236059846384685,66.06110730731713,124.0,18.911290322580644,2.527932079379185,124.0,170.6048387096774,4.976070458659746,124.0,49.306451612903224,5.532134387722204,49.306451612903224,5.532134387722204,170.6048387096774,4.976070458659746,108.70211862649356,12.196268618010059,67.16729560483876,1.9590839156448037,0.2016260162601626,0.004114270546468031,0.0,0.0,0.0
Rowing,7790.0,4.36137762581583,25.413607188703466,7790.0,9.908795055024655,184.26598202824132,7790.0,13.145006384313096,80.1688703465982,13.145006384313096,80.1688703465982,9.908795055024655,184.26598202824132,28.979778438562022,176.74210513025912,3.901102521958263,72.54570139050251,2104.0,25.879752851711025,4.326025008973134,2104.0,184.63117870722434,10.306980831668751,2104.0,80.86359315589354,13.55181232623895,80.86359315589354,13.55181232623895,184.63117870722434,10.306980831668751,178.27370675151468,29.876632020814505,72.68947968821323,4.057868660408821,0.27008985879332476,0.06980988088523175,0.0,0.0,0.0
Rugby Sevens,297.0,3.7543041092590452,26.08080808080808,297.0,10.185231636489346,175.36363636363637,297.0,14.66103340306884,79.006734006734,14.66103340306884,79.006734006734,10.185231636489346,175.36363636363637,32.32204589937103,174.1800330657812,4.009935880517491,69.04083899999998,74.0,25.33783783783784,3.048813050096561,74.0,176.59459459459458,9.440395451025932,74.0,81.25675675675676,13.820830824510812,81.25675675675676,13.820830824510812,176.59459459459458,9.440395451025932,179.1404841200459,30.469716287787282,69.52546848648649,3.7166931294643613,0.24915824915824916,0.0024552904874083413,0.0,0.0,0.0
Sailing,4863.0,7.127755115162592,29.413530742340118,4863.0,8.120181853198513,178.2704092124203,4863.0,12.554784464389888,75.98046473370347,12.554784464389888,75.98046473370347,8.120181853198513,178.2704092124203,27.678561842017164,167.50825136679907,3.1969237157861006,70.18523837733974,677.0,30.0192023633678,6.817219579475733,677.0,179.39290989660265,7.824393464545548,677.0,77.5096011816839,13.198147821031455,77.5096011816839,13.198147821031455,179.39290989660265,7.824393464545548,170.87942017183607,29.09693525210633,70.62716801920237,3.0804715313850495,0.13921447666049763,0.022462589999668204,0.0,0.0,0.0
Shooting,7260.0,8.097585300696299,32.01129476584022,7260.0,8.212483630208224,173.54159779614326,7260.0,13.34834247514993,74.03684573002755,13.34834247514993,74.03684573002755,8.212483630208224,173.54159779614326,29.42805778424934,163.22330494313238,3.233263017696613,68.32350059394105,542.0,30.20110701107011,7.031889250034922,542.0,173.70110701107012,8.05613155949364,542.0,74.88560885608857,12.79143860437361,74.88560885608857,12.79143860437361,173.70110701107012,8.05613155949364,165.0945073313992,28.20029491256786,68.38629953136535,3.1717070511042067,0.0746556473829201,0.01798334384020704,0.0,0.0,0.0
Short Track Speed Skating,1488.0,3.7754729322759353,22.836021505376344,1488.0,7.932193305400607,170.10819892473117,1488.0,9.247350315768868,64.31048387096774,9.247350315768868,64.31048387096774,7.932193305400607,170.10819892473117,20.38691769785344,141.7803475608398,3.1229124365295164,66.97176802486534,274.0,22.514598540145986,3.8774456329875755,274.0,169.68613138686132,6.281844092206638,274.0,64.0948905109489,7.760974233318864,64.0948905109489,7.760974233318864,169.68613138686132,6.281844092206638,141.30504556223218,17.110019361981667,66.80559961313861,2.4731683009458423,0.18413978494623656,0.009091210723647101,0.0,0.0,0.0
Skeleton,174.0,5.399023847672871,29.028735632183906,174.0,8.895104395144465,176.22413793103448,174.0,12.390133746581949,74.16666666666667,12.390133746581949,74.16666666666667,8.895104395144465,176.22413793103448,27.315569144842154,163.50951111683338,3.502011495472768,69.37961932758621,24.0,28.958333333333332,4.759239678650423,24.0,175.70833333333334,9.043273583246796,24.0,71.08333333333333,13.03145581198471,71.08333333333333,13.03145581198471,175.70833333333334,9.043273583246796,156.71192469961667,28.729442278088587,69.17654654166668,3.5603458529978442,0.13793103448275862,0.0007963104283486512,0.0,0.0,0.0
Ski Jumping,1966.0,3.99730779484442,23.216683621566634,1966.0,6.5721865727597795,176.49847405900306,1966.0,6.509253133805077,65.08723296032554,6.509253133805077,65.08723296032554,6.5721865727597795,176.49847405900306,14.350446709809217,143.49278617470014,2.587476425882102,69.48762573550368,175.0,23.725714285714286,4.152851316364365,175.0,177.26285714285714,6.151305146731887,175.0,62.92,6.259650021431277,62.92,6.259650021431277,177.26285714285714,6.151305146731887,138.7148553636561,13.800166041798247,69.78856412000005,2.4217749875734906,0.08901322482197355,0.005806430206708915,0.0,0.0,0.0
Snowboarding,924.0,4.629142545942048,24.872294372294373,924.0,8.623600638487478,173.04329004329006,924.0,11.517960142446379,69.52705627705627,11.517960142446379,69.52705627705627,8.623600638487478,173.04329004329006,25.392755487028023,153.2809210955601,3.3951201949731575,68.1273163333334,89.0,24.719101123595507,4.269311111251769,89.0,173.56179775280899,8.78396661301892,89.0,69.57303370786516,12.112997940275712,69.57303370786516,12.112997940275712,173.56179775280899,8.78396661301892,153.3822839796135,26.70458927694864,68.33145333707863,3.458256439512168,0.09632034632034632,0.002952984505126248,0.0,0.0,0.0
Softball,441.0,4.2474239467549415,26.22902494331066,441.0,6.6335921983903585,169.42857142857142,441.0,9.412020323599014,67.47165532879819,9.412020323599014,67.47165532879819,6.6335921983903585,169.42857142857142,20.749952922247747,148.7495376681611,2.611651882098486,66.704198,172.0,26.819767441860463,4.3255076372455346,172.0,171.0174418604651,6.649516393802921,172.0,69.84302325581395,10.832796647409861,69.84302325581395,10.832796647409861,171.0174418604651,6.649516393802921,153.97750904467102,23.882228546238977,67.32973787790694,2.6179212537566046,0.3900226757369615,0.005706891403165334,0.0,0.0,0.0
Speed Skating,4400.0,4.149670547069709,24.215454545454545,4400.0,8.855606522358377,174.0925,4400.0,9.914894272021545,70.03011363636364,9.914894272021545,70.03011363636364,8.855606522358377,174.0925,21.85860020485384,154.38997272995047,3.4864611434590325,68.54039134250016,488.0,25.325819672131146,3.9256945061358803,488.0,175.20901639344262,8.826723508820711,488.0,71.24590163934427,10.088366427378457,71.24590163934427,10.088366427378457,175.20901639344262,8.826723508820711,157.0703264646359,22.241040842806203,68.97996496311478,3.4750898721462216,0.11090909090909092,0.016191645376422575,0.0,0.0,0.0
Swimming,18776.0,3.7456591105297616,20.6228696207925,18776.0,9.888285199562015,178.60284405624202,18776.0,11.329306276646161,70.5977844056242,11.329306276646161,70.5977844056242,9.888285199562015,178.60284405624202,24.976844906794785,155.64147254959585,3.8930277713527754,70.31611830778412,2486.0,21.0402252614642,3.6823565126777424,2486.0,181.11102172164118,9.681348784526723,2486.0,73.25804505229284,11.520032662927262,73.25804505229284,11.520032662927262,181.11102172164118,9.681348784526723,161.50634335112855,25.397324612564358,71.30359036283164,3.8115566978169513,0.1324030677460588,0.0824844885364478,0.0,0.0,0.0
Synchronized Swimming,849.0,3.4340254240689614,22.48527679623086,849.0,4.99695247926672,168.489988221437,849.0,4.8304347614312535,55.85630153121319,4.8304347614312535,55.85630153121319,4.99695247926672,168.489988221437,10.649285748180427,123.14206592579457,1.9673051880397816,66.33467685276801,214.0,23.817757009345794,3.044191362030245,214.0,168.8644859813084,5.2492208648137515,214.0,56.38317757009346,5.482614193999583,56.38317757009346,5.482614193999583,168.8644859813084,5.2492208648137515,124.3036287599944,12.087095278693264,66.48211699532708,2.0666235036980383,0.25206124852767964,0.0071004346527754735,0.0,0.0,0.0
Table Tennis,1789.0,5.731493201441801,26.623812185578537,1789.0,9.116594594347463,171.25377305757405,1789.0,9.990797933958067,64.91503633314701,9.990797933958067,64.91503633314701,9.116594594347463,171.25377305757405,22.025939135036616,143.11315759502477,3.5892124083891845,67.42278170653987,163.0,24.791411042944784,3.8207587439386277,163.0,170.30061349693253,8.67103520193237,163.0,63.38036809815951,8.91815223966491,63.38036809815951,8.91815223966491,170.30061349693253,8.67103520193237,139.72979328721343,19.661160172221592,67.04752183435578,3.413795230035965,0.09111235326998324,0.0054082749925345895,0.0,0.0,0.0
Taekwondo,596.0,4.068283838855349,24.083892617449663,596.0,10.038894947388682,176.75,596.0,13.524588589058794,68.08808724832215,13.524588589058794,68.08808724832215,10.038894947388682,176.75,29.816613953977154,150.1085374227436,3.9523229796818686,69.58665174999996,144.0,23.45138888888889,3.270614794564034,144.0,178.55555555555554,10.515907216417638,144.0,68.72222222222223,13.648660604100911,68.72222222222223,13.648660604100911,178.55555555555554,10.515907216417638,151.50656573147774,30.090145925071326,70.2975007777778,4.140123187010842,0.24161073825503357,0.004777862570091908,0.0,0.0,0.0
Tennis,2008.0,4.3703763200109735,25.099601593625497,2008.0,9.105120916443154,178.91583665338646,2008.0,10.620521201147874,70.80229083665338,10.620521201147874,70.80229083665338,9.105120916443154,178.91583665338646,23.414241295357126,156.09233205374915,3.584695209924583,70.43934380627462,173.0,25.92485549132948,4.426415895787947,173.0,180.4277456647399,8.906604167436797,173.0,72.05780346820809,10.51229124597585,72.05780346820809,10.51229124597585,180.4277456647399,8.906604167436797,158.86026360323004,23.17563508782846,71.03458389595377,3.5065389673240333,0.08615537848605578,0.005740071004346528,0.0,0.0,0.0
Trampolining,149.0,4.508854179014706,25.16778523489933,149.0,7.055113295823494,166.56375838926175,149.0,8.197122481581683,59.32214765100671,8.197122481581683,59.32214765100671,7.055113295823494,166.56375838926175,18.07156165656034,130.7829486851691,2.777605159679009,65.57631824161075,29.0,23.96551724137931,3.840412539416358,29.0,166.31034482758622,7.041222744239098,29.0,59.13793103448276,9.257136775525582,59.13793103448276,9.257136775525582,166.31034482758622,7.041222744239098,130.37682056506895,20.408493148420412,65.47654906896551,2.7721364356296885,0.19463087248322147,0.0009622084342546202,0.0,0.0,0.0
Triathlon,526.0,4.207937629180559,27.893536121673005,526.0,8.82173607291748,173.6406844106464,526.0,8.684356936738116,61.81749049429658,8.684356936738116,61.81749049429658,8.82173607291748,173.6406844106464,19.145729758518595,136.28423796663265,3.4731263136436885,68.36251109315587,30.0,28.2,3.7453419345764085,30.0,174.93333333333334,8.220803439774135,30.0,62.46666666666667,8.24927722365079,62.46666666666667,8.24927722365079,174.93333333333334,8.220803439774135,137.71542644177333,18.186543180760026,68.87142826666667,3.2365385350425186,0.057034220532319393,0.000995388035435814,0.0,0.0,0.0
Volleyball,3277.0,4.048348212859836,25.237107110161734,3277.0,10.457594280131211,186.97894415624046,3277.0,11.703478942958627,78.90021361000916,11.703478942958627,78.90021361000916,10.457594280131211,186.97894415624046,25.801754431406586,173.94519578947754,4.117165325681938,73.61379729325594,958.0,25.768267223382047,4.024033769496328,958.0,186.8820459290188,10.776618095960577,958.0,79.60020876826722,11.399457353775661,79.60020876826722,11.399457353775661,186.8820459290188,10.776618095960577,175.48842095052487,25.131501558378186,73.57564836430059,4.242765320997775,0.2923405553860238,0.031786057931583664,0.0,0.0,0.0
Water Polo,2719.0,4.298579404323171,25.705774181684443,2719.0,8.405875599758824,185.03604266274365,2719.0,12.120942757006684,84.56822361162192,12.120942757006684,84.56822361162192,8.405875599758824,185.03604266274365,26.72210459963981,186.44101885962243,3.3094016295006434,72.84887503236479,764.0,25.968586387434556,4.05487362269974,764.0,185.56413612565444,9.005885459484912,764.0,85.55497382198953,12.770003510001372,85.55497382198953,12.770003510001372,185.56413612565444,9.005885459484912,188.61643069546506,28.153038618614445,73.05678595680631,3.5456261112846708,0.2809856564913571,0.025349215302432063,0.0,0.0,0.0
Weightlifting,2974.0,4.198284586120188,25.288836583725622,2974.0,9.973936368347516,167.80531271015468,2974.0,23.836708356807993,79.61281102891728,23.836708356807993,79.61281102891728,9.973936368347516,167.80531271015468,52.550946472668095,175.51620417943798,3.9267487221547843,66.06511941930046,532.0,25.028195488721803,3.9014645634030773,532.0,167.4266917293233,10.688901699576451,532.0,81.21898496240601,26.01610171599405,81.21898496240601,26.01610171599405,167.4266917293233,10.688901699576451,179.05721156775442,57.35568637413031,65.91605596052636,4.208231288024949,0.1788836583725622,0.017651547828395103,0.0,0.0,0.0
Wrestling,5186.0,3.934332734341477,25.68106440416506,5186.0,10.128756409372322,172.41843424604704,5186.0,20.149454697165847,75.60277670651755,20.149454697165847,75.60277670651755,10.128756409372322,172.41843424604704,44.421943642306154,166.67559179808302,3.9877015271262914,67.88130998110363,967.0,25.924508790072387,3.5580790670946265,967.0,172.7456049638056,10.599202029668609,967.0,76.65770423991727,21.011056443231876,76.65770423991727,21.011056443231876,172.7456049638056,10.599202029668609,169.00130890257537,46.32145034266563,68.01011741985532,4.17291643828256,0.1864635557269572,0.0320846743422144,0.0,0.0,0.0
Average Olympian,,,,,,,,,,,,,,,,,,,25.055508937016466,,,,,,,,70.68833701161691,,175.3719496519778,,155.84110687323286,,69.0441119499333,,2.0,,,,
Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
